the_book_of_chuang_tzu	ZHUANGZI_MD_010	sourced	方其夢也，不知其夢也。夢之中又占其夢焉，覺而後知其夢也。且有大覺而後知此其大夢也，而愚者自以為覺，竊
the_book_of_chuang_tzu	ZHUANGZI_MD_013	sourced	桓公讀書於堂上，輪扁斲輪於堂下，釋椎鑿而上，問桓公曰：「敢問：「公之所讀者，何言邪？」公曰：「聖人之
the_book_of_chuang_tzu	ZHUANGZI_MD_014	UNVERIFIED(not in source)	孔子觀於呂梁,縣水三十仞,流沫四十里,黿鼉魚鱉之所不能游也。見一丈夫游之,以為有苦而欲死也。使弟子並
phaedo_plato	PHAEDO_MD_001	sourced	κινδυνεύουσι γὰρ ὅσοι τυγχάνουσιν ὀρθῶς ἁπτόμενοι 
phaedo_plato	PHAEDO_MD_003	no-match	
phaedo_plato	PHAEDO_MD_004	UNVERIFIED(not in source)	ἀλλὰ μήν, ἔφη ὁ Κέβης ὑπολαβών, καὶ κατ' ἐκεῖνόν γ
phaedo_plato	PHAEDO_MD_005	UNVERIFIED(not in source)	ἀλλὰ μὴν καὶ κατ' ἐκεῖνόν γε τὸν λόγον, ὦ Σώκρατες
phaedo_plato	PHAEDO_MD_007	UNVERIFIED(not in source)	ὦ Κρίτων, ἔφη, Ἀσκληπιῷ ὀφείλομεν ἀλεκτρυόνα· ἀλλὰ
phaedo_plato	PHAEDO_MD_006	sourced	οὐκοῦν ἅπερ ἀεὶ κατὰ ταὐτὰ καὶ ὡσαύτως ἔχει, ταῦτα
phaedo_plato	PHAEDO_MD_009	sourced	παλαιὸς μὲν οὖν ἔστι τις λόγος οὗ μεμνήμεθα, ὡς εἰ
phaedo_plato	PHAEDO_MD_002	no-match	
phaedo_plato	PHAEDO_MD_011	sourced	μὴ γὰρ οὐχ αὕτη ᾖ ἡ ὀρθὴ πρὸς ἀρετὴν ἀλλαγή, ἡδονὰ
phaedo_plato	PHAEDO_MD_008	sourced	ὁ μὲν οὖν ἐν ἀπορρήτοις λεγόμενος περὶ αὐτῶν λόγος
phaedo_plato	PHAEDO_MD_010	sourced	ὦ μακάριε Σιμμία, μὴ γὰρ οὐχ αὕτη ᾖ ἡ ὀρθὴ πρὸς ἀρ
phaedo_plato	PHD_007	sourced	εἰ γὰρ μὴ οἷόν τε μετὰ τοῦ σώματος μηδὲν καθαρῶς γ
phaedo_plato	PHAEDO_MD_012	no-match	
phaedo_plato	PHD_005	UNVERIFIED(not in source)	κινδυνεύει γάρ, ὦ ἄνδρες, τοῦτο συμβαίνειν, μισολό
phaedo_plato	PHD_008	no-match	
shantideva_bodhicaryavatara	BCA_08_EXCHANGE	sourced	"abhyāsādanyadīyeṣu śukraśoṇitabinduṣu
bhavatyahami"
shantideva_bodhicaryavatara	BCA_08_SOLITUDE	sourced	"vardhayitvaivamutsāhaṃ samādhau sthāpayenmanaḥ |
v"
shantideva_bodhicaryavatara	BCA_08_BODY	UNVERIFIED(not in source)	jaḍo 'yaṃ kāyaḥ paravaśaḥ kṣārāvasāyī pūtikhaṇḍaḥ 
shantideva_bodhicaryavatara	BCA_08_TREES	sourced	"śūnyadevakule sthitvā vṛkṣamūle guhāsu vā 
kadānap"
shantideva_bodhicaryavatara	BCA_08_EQUAL	UNVERIFIED(not in source)	"ādau tāvadidaṃ cittaṃ sadopasthāpyamīdṛśam
nirindr"
shantideva_bodhicaryavatara	BCA_09_COMPASSION	no-match	
shantideva_bodhicaryavatara	BCA_09_DREAM	sourced	"śūnyeṣu dharmeṣu kiṃ labdhaṃ kiṃ hṛtaṃ bhavet
satk"
shantideva_bodhicaryavatara	BCA_09_TWOTRUTHS	UNVERIFIED(not in source)	pūrvāḥ śikṣāḥ prajñārthaṃ hi munibhiḥ kathitāḥ sam
tantrasara	ts_004	NO_CREDITS	
tantrasara	ts_006	NO_CREDITS	
the_book_of_chuang_tzu	ZHUANGZI_MD_014	NO_CREDITS	
phaedo_plato	PHAEDO_MD_002	NO_CREDITS	
phaedo_plato	PHAEDO_MD_004	NO_CREDITS	
phaedo_plato	PHAEDO_MD_005	NO_CREDITS	
phaedo_plato	PHAEDO_MD_003	NO_CREDITS	
phaedo_plato	PHAEDO_MD_007	NO_CREDITS	
phaedo_plato	PHD_005	NO_CREDITS	
phaedo_plato	PHD_008	NO_CREDITS	
phaedo_plato	PHAEDO_MD_012	NO_CREDITS	
milarepa_songs	MIL_INTER_010	sourced	"bla ma'i byin rlabs dang/
slob ma brtson 'grus kyi"
milarepa_songs	MIL_SATIS_009	sourced	"sha rul sbrang mas 'jib/
sha rnams srin bus za/
db"
milarepa_songs	MIL_MAIDEN_011	sourced	"dga' ldan lha yi pho brang du/
chos bden ma gces r"
milarepa_songs	MIL_SHAME_013	UNVERIFIED(not in source)	"'jig rten spangs nas/
gsang sngags kyi chos nyams "
milarepa_songs	MIL_ILLNESS_014	sourced	"skye 'chi thar pa 'od gsal gyi ngang du mthong/
ph"
milarepa_songs	MIL_WORLD_012	UNVERIFIED(not in source)	"'di dag 'jig rten yin pas ngas spangs/
'jig rten s"
mandukya_upanishad_and_gaudapada_karika	MUK_004	no-match	
mandukya_upanishad_and_gaudapada_karika	MUK_010	no-match	
mandukya_upanishad_and_gaudapada_karika	MK_03_15	no-match	
mandukya_upanishad_and_gaudapada_karika	MUK_001	sourced	oṃ bhadraṃ karṇebhiḥ śṛṇuyāma devā bhadraṃ paśyemā
mandukya_upanishad_and_gaudapada_karika	MUK_016	sourced	"Āgamaprakaraṇa

INVOCATION

prajñānāṃśupratānaiḥ s"
phaedo_plato	PHAEDO_MD_002	sourced	ἐγὼ γάρ, ἔφη, ὦ Σιμμία τε καὶ Κέβης, εἰ μὲν μὴ ᾤμη
phaedo_plato	PHAEDO_MD_004	sourced	ἀλλὰ μήν, ἔφη ὁ Σιμμίας, ὦ Σώκρατες, ἡμεῖς γε τούτ
phaedo_plato	PHAEDO_MD_007	sourced	ὦ Κρίτων, ἔφη, τῷ Ἀσκληπιῷ ὀφείλομεν ἀλεκτρυόνα· ἀ
phaedo_plato	PHAEDO_MD_005	no-match	
phaedo_plato	PHAEDO_MD_003	no-match	
phaedo_plato	PHAEDO_MD_012	UNVERIFIED(not in source)	ἐγὼ δὲ ἔγωγε καὶ ἄλλως ἐν τῷ πρόσθεν χρόνῳ ἡγούμην
phaedo_plato	PHD_005	UNVERIFIED(not in source)	κινδυνεύει γάρ, ὦ ἑταῖρε Σιμμία τε καὶ Κέβης, ὁ λό
phaedo_plato	PHD_008	sourced	οὐκοῦν ψυχὴ τὸ ἐναντίον ᾧ αὐτὴ ἐπιφέρει ἀεὶ οὐ μή 
tantrasara	ts_006	no-match	
tantrasara	ts_004	no-match	
the_book_of_chuang_tzu	ZHUANGZI_MD_014	sourced	孔子觀於呂梁，縣水三十仞，流沫四十里，黿鼉魚鱉之所不能游也。見一丈夫游之，以為有苦而欲死也。使弟子並
pseudo_dionysius	PD_008	no-match	
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_004	sourced	haṭha-vidyāṃ hi matsyendra-gorakṣādyā vijānate / s
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_002	sourced	praṇamya śrī-guruṃ nāthaṃ svātmārāmeṇa yoginā / ke
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_001	sourced	śrī-ādi-nāthāya namo'stu tasmai yenopadiṣṭā haṭha-
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_003	sourced	bhrāntyā bahumata-dhvānte rāja-yogam ajānatām / ha
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_007	sourced	kānerī pūjyapādaś ca nitya-nātho nirañjanaḥ / kapā
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_006	sourced	manthāno bhairavo yogī siddhir buddhaś ca kanthaḍi
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_005	sourced	śrī-ādinātha-matsyendra-śāvarānanda-bhairavāḥ / ca
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_008	sourced	allāmaḥ prabhudevaś ca ghoḍā colī ca ṭiṃṭiṇiḥ / bh
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_009	sourced	ity ādayo mahāsiddhā haṭha-yoga-prabhāvataḥ / khaṇ
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_010	sourced	aśeṣa-tāpa-taptānāṃ samāśraya-maṭho haṭhaḥ / aśeṣa
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_150	sourced	ūrvor upari saṃsthāpya śubhe pāda-tale ubhe / padm
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_149	sourced	vāmorūpari dakṣiṇaṃ ca caraṇaṃ saṃsthāpya vāmaṃ ta
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_148	no-match	
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_152	sourced	punar virecayet tadvat pūrayec ca punaḥ punaḥ / ya
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_151	sourced	yathā lagati hṛt-kaṇṭhe kapālāvadhi sa-svanam / ve
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_153	sourced	tathaiva sva-śarīra-sthaṃ cālayet pavanaṃ dhiyā / 
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_156	sourced	kuṇḍalī bodhakaṃ kṣipraṃ pavanaṃ sukhadaṃ hitam / 
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_154	sourced	āsane sukhade yogī baddhvā caivāsanaṃ tataḥ / dakṣ
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_158	sourced	vegād ghoṣaṃ pūrakaṃ bhṛṅga-nādaṃ bhṛṅgī-nādaṃ rec
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_157	sourced	samyag gātra-samudbhūta-granthi-traya-vibhedakam /
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_160	sourced	nityaṃ soma-kalā-pūrṇaṃ śarīraṃ yasya yoginaḥ / ta
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_161	sourced	prāṇāyāmas tridhā prokto reca-pūraka-kumbhakaiḥ / 
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_159	sourced	pūrakānte gāḍhataraṃ baddhvā jālandharaṃ śanaiḥ / 
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_155	no-match	
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_162	sourced	yāvat kevala-siddhiḥ syāt sahitaṃ tāvad abhyaset /
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_164	sourced	na tasya durlabhaṃ kiṃcit triṣu lokeṣu vidyate / ś
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_167	sourced	kumbhaka-prāṇa-rodhānte kuryāc cittaṃ nirāśrayam /
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_163	sourced	yāvat kevala-siddhiḥ syāt sahitaṃ tāvad abhyaset /
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_166	sourced	haṭhaṃ vinā rājayogo rāja-yogaṃ vinā haṭhaḥ / na s
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_165	sourced	rāja-yoga-padaṃ cāpi labhate nātra saṃśayaḥ / kumb
hatha_yoga_pradipika	HATHA_YOGA_PRADIPIKA_168	sourced	vapuḥ kṛśatvaṃ vadane prasannatā nāda-sphuṭatvaṃ n
