collection	source_id	verdict	outcome	issues	corrected_preview
katha_upanishad	KAU_02_THREE_BOONS	error	repaired	The passage provided (1.9-1.19) does not contain the narrative about Vājaśravasa's sacrifice or Naciketas asking his father - that is from verses 1.1-1.3; The translation describes the wrong section entirely - verses 1.9-1.19 contain Death's dialogue with Naciketas about the three boons, not the opening narrative; Complete mismatch: the original shows Death offering boons and Naciketas choosing th	Because you stayed three nights in my house without eating, O Brahmin guest worthy of reverence, salutations to you, O Brahmin, may there be well-being for me -
katha_upanishad	KAU_08_ONE_RULER	error	repaired	Only verses 5.12-5.13 are translated, omitting verses 5.9-5.11 and 5.14-5.15 entirely; Verse 5.13: 'cetanaś cetanānām' means 'the conscious among the conscious' not 'thinker thinking non-eternal thoughts'; Verse 5.13: 'nityo 'nityānāṃ' means 'the eternal among the non-eternal' - this phrase is completely omitted; The translation inverts the structure by making 'thinking non-eternal thoughts' a des	Just as fire, though one, entering the world, takes a form corresponding to every form, so too the one Self within all beings takes a form corresponding to ever
katha_upanishad	KAU_03_HEREAFTER	error	error_unconfirmed	The translation conflates multiple verses (1.20-1.29) into a brief summary rather than translating the actual text; Verse 1.21 shows Death (Yama) trying to dissuade Naciketas, not offering alternatives - this is misrepresented; Verses 1.23-1.26 contain Death's detailed offers of worldly pleasures which are omitted; Verse 1.27 contains Naciketas's response about wealth not satisfying, but the conte	This doubt that exists concerning a man who has departed—some say 'he exists,' others say 'he does not exist'—this knowledge I wish to know, instructed by you; 
katha_upanishad	KAU_09_IMMORTAL	error	repaired	Translation omits verses 6.10-6.13 entirely (four complete verses missing); Translation only covers verses 6.14-6.15; Verse 6.16 about the nāḍīs (channels) is completely omitted; Verse 6.17 about the puruṣa of thumb-size in the heart is completely omitted; The passage should contain 8 verses but only 2 are translated	When the five sense-knowledges together with the mind come to rest, and the intellect does not stir—that they call the highest state. This they consider yoga: t
astavakra_gita	AG_20_01	sound	sound		
astavakra_gita	AG_01_12	sound	sound		
astavakra_gita	AG_01_11	sound	sound		
astavakra_gita	AG_02_01	sound	sound		
astavakra_gita	AG_15_07	sound	sound		
astavakra_gita	AG_18_01	sound	sound		
astavakra_gita	ASG_11_5	sound	sound		
astavakra_gita	ASG_1_2	sound	sound		
astavakra_gita	ASG_1_4	sound	sound		
astavakra_gita	ASG_1_8	sound	sound		
astavakra_gita	ASG_1_9	sound	sound		
bhagavad_gita	BG_01_01	sound	sound		
astavakra_gita	ASG_8_4	sound	sound		
bhagavad_gita	BG_01_02_04	sound	sound		
bhagavad_gita	BG_01_11_13	sound	sound		
bhagavad_gita	BG_01_14_16	sound	sound		
bhagavad_gita	BG_01_20_22	sound	sound		
bhagavad_gita	BG_01_23_25	sound	sound		
bhagavad_gita	BG_01_29_31	sound	sound		
bhagavad_gita	BG_01_32_34	sound	sound		
bhagavad_gita	BG_01_35_37	sound	sound		
bhagavad_gita	BG_01_41_43	sound	sound		
bhagavad_gita	BG_01_38_40	sound	sound		
bhagavad_gita	BG_01_44_46	sound	sound		
bhagavad_gita	BG_01_47	sound	sound		
bhagavad_gita	BG_02_01_03	sound	sound		
bhagavad_gita	BG_02_07	sound	sound		
bhagavad_gita	BG_02_11	sound	sound		
bhagavad_gita	BG_02_08_10	sound	sound		
bhagavad_gita	BG_02_13	sound	sound		
bhagavad_gita	BG_02_12	sound	sound		
bhagavad_gita	BG_02_16	sound	sound		
bhagavad_gita	BG_02_21	sound	sound		
bhagavad_gita	BG_02_20	sound	sound		
bhagavad_gita	BG_02_22	sound	sound		
bhagavad_gita	BG_02_26	sound	sound		
bhagavad_gita	BG_02_23_25	sound	sound		
bhagavad_gita	BG_02_27	sound	sound		
bhagavad_gita	BG_02_31_33	sound	sound		
bhagavad_gita	BG_02_28_30	sound	sound		
bhagavad_gita	BG_02_37_39	sound	sound		
bhagavad_gita	BG_02_47	sound	sound		
bhagavad_gita	BG_02_48	sound	sound		
bhagavad_gita	BG_02_50	sound	sound		
bhagavad_gita	BG_02_54	sound	sound		
bhagavad_gita	BG_02_55	sound	sound		
bhagavad_gita	BG_02_56	sound	sound		
bhagavad_gita	BG_02_57_59	sound	sound		
bhagavad_gita	BG_02_60_61	sound	sound		
bhagavad_gita	BG_02_62	sound	sound		
bhagavad_gita	BG_02_63	sound	sound		
bhagavad_gita	BG_02_64_66	sound	sound		
bhagavad_gita	BG_02_67_69	sound	sound		
bhagavad_gita	BG_02_72	sound	sound		
bhagavad_gita	BG_03_01_03	sound	sound		
bhagavad_gita	BG_02_71	sound	sound		
bhagavad_gita	BG_03_07_08	sound	sound		
bhagavad_gita	BG_03_09	sound	sound		
bhagavad_gita	BG_03_10_12	sound	sound		
bhagavad_gita	BG_03_13_15	sound	sound		
bhagavad_gita	BG_03_16_18	sound	sound		
bhagavad_gita	BG_03_19	sound	sound		
bhagavad_gita	BG_03_23_25	sound	sound		
bhagavad_gita	BG_03_28_30	sound	sound		
bhagavad_gita	BG_03_20_22	sound	sound		
bhagavad_gita	BG_03_27	sound	sound		
bhagavad_gita	BG_03_31_33	sound	sound		
bhagavad_gita	BG_03_35	sound	sound		
bhagavad_gita	BG_03_34	sound	sound		
bhagavad_gita	BG_03_36_38	sound	sound		
bhagavad_gita	BG_03_39_41	sound	sound		
bhagavad_gita	BG_03_42_43	sound	sound		
bhagavad_gita	BG_04_01_03	sound	sound		
bhagavad_gita	BG_04_04_06	sound	sound		
bhagavad_gita	BG_04_08	sound	sound		
bhagavad_gita	BG_04_07	sound	sound		
bhagavad_gita	BG_04_09_11	sound	sound		
bhagavad_gita	BG_04_15_17	sound	sound		
bhagavad_gita	BG_04_12_14	sound	sound		
bhagavad_gita	BG_04_19_21	sound	sound		
bhagavad_gita	BG_04_22_23	sound	sound		
bhagavad_gita	BG_04_24	sound	sound		
bhagavad_gita	BG_04_18	sound	sound		
bhagavad_gita	BG_04_28_30	sound	sound		
bhagavad_gita	BG_04_31_33	sound	sound		
bhagavad_gita	BG_04_34_36	sound	sound		
bhagavad_gita	BG_04_38	sound	sound		
bhagavad_gita	BG_04_37	sound	sound		
bhagavad_gita	BG_04_42	sound	sound		
bhagavad_gita	BG_04_39_41	sound	sound		
bhagavad_gita	BG_05_04_06	sound	sound		
bhagavad_gita	BG_05_01_03	sound	sound		
bhagavad_gita	BG_05_07_09	sound	sound		
bhagavad_gita	BG_04_25_27	sound	sound		
bhagavad_gita	BG_05_10	sound	sound		
bhagavad_gita	BG_05_11_13	sound	sound		
bhagavad_gita	BG_05_14_16	sound	sound		
bhagavad_gita	BG_05_17	sound	sound		
bhagavad_gita	BG_05_19_21	sound	sound		
bhagavad_gita	BG_05_22_24	sound	sound		
bhagavad_gita	BG_05_28_29	sound	sound		
bhagavad_gita	BG_06_01_03	sound	sound		
bhagavad_gita	BG_06_04	sound	sound		
bhagavad_gita	BG_06_05	sound	sound		
bhagavad_gita	BG_06_06	sound	sound		
bhagavad_gita	BG_06_10_12	sound	sound		
bhagavad_gita	BG_06_07_09	sound	sound		
bhagavad_gita	BG_06_13_15	sound	sound		
bhagavad_gita	BG_06_17	sound	sound		
bhagavad_gita	BG_06_16	sound	sound		
bhagavad_gita	BG_06_24_25	sound	sound		
bhagavad_gita	BG_06_18_20	sound	sound		
bhagavad_gita	BG_06_21_23	sound	sound		
bhagavad_gita	BG_06_26	sound	sound		
bhagavad_gita	BG_06_27_28	sound	sound		
bhagavad_gita	BG_06_30_31	sound	sound		
bhagavad_gita	BG_06_32	sound	sound		
bhagavad_gita	BG_06_29	sound	sound		
bhagavad_gita	BG_06_33_34	sound	sound		
bhagavad_gita	BG_06_35	sound	sound		
bhagavad_gita	BG_06_36_38	sound	sound		
bhagavad_gita	BG_06_39_41	sound	sound		
bhagavad_gita	BG_06_45_47	sound	sound		
bhagavad_gita	BG_07_01_03	sound	sound		
bhagavad_gita	BG_07_04_06	sound	sound		
bhagavad_gita	BG_06_42_44	sound	sound		
bhagavad_gita	BG_07_07	sound	sound		
bhagavad_gita	BG_07_08_10	sound	sound		
bhagavad_gita	BG_07_14	sound	sound		
bhagavad_gita	BG_07_15_17	sound	sound		
bhagavad_gita	BG_07_18	sound	sound		
bhagavad_gita	BG_07_19	sound	sound		
bhagavad_gita	BG_07_23_25	sound	sound		
bhagavad_gita	BG_07_20_22	sound	sound		
bhagavad_gita	BG_07_26_28	sound	sound		
bhagavad_gita	BG_07_29_30	sound	sound		
bhagavad_gita	BG_08_01_03	sound	sound		
bhagavad_gita	BG_08_04	sound	sound		
bhagavad_gita	BG_08_05	sound	sound		
bhagavad_gita	BG_08_12_14	sound	sound		
bhagavad_gita	BG_08_09_11	sound	sound		
bhagavad_gita	BG_08_15	sound	sound		
bhagavad_gita	BG_08_16	sound	sound		
bhagavad_gita	BG_08_17_19	sound	sound		
bhagavad_gita	BG_08_23_25	sound	sound		
bhagavad_gita	BG_08_20_21	sound	sound		
bhagavad_gita	BG_08_22	sound	sound		
bhagavad_gita	BG_08_26_28	sound	sound		
bhagavad_gita	BG_09_01_03	sound	sound		
bhagavad_gita	BG_09_07_09	sound	sound		
bhagavad_gita	BG_09_04_06	sound	sound		
bhagavad_gita	BG_09_10_12	sound	sound		
bhagavad_gita	BG_09_13_15	sound	sound		
bhagavad_gita	BG_09_16_18	sound	sound		
bhagavad_gita	BG_09_22	sound	sound		
bhagavad_gita	BG_09_23_25	sound	sound		
bhagavad_gita	BG_09_19_21	sound	sound		
bhagavad_gita	BG_09_27	sound	sound		
bhagavad_gita	BG_09_28_30	sound	sound		
bhagavad_gita	BG_09_34	sound	sound		
bhagavad_gita	BG_10_01_03	sound	sound		
bhagavad_gita	BG_10_07	sound	sound		
bhagavad_gita	BG_10_04_06	sound	sound		
bhagavad_gita	BG_10_08	sound	sound		
bhagavad_gita	BG_10_12_14	sound	sound		
bhagavad_gita	BG_10_09_11	sound	sound		
bhagavad_gita	BG_10_15_17	sound	sound		
bhagavad_gita	BG_10_18_19	sound	sound		
bhagavad_gita	BG_10_20	sound	sound		
bhagavad_gita	BG_10_21_23	sound	sound		
bhagavad_gita	BG_10_24_26	sound	sound		
bhagavad_gita	BG_10_41	sound	sound		
bhagavad_gita	BG_11_04_06	sound	sound		
bhagavad_gita	BG_11_01_03	sound	sound		
bhagavad_gita	BG_11_07_09	sound	sound		
bhagavad_gita	BG_11_10_12	sound	sound		
bhagavad_gita	BG_11_13_15	sound	sound		
bhagavad_gita	BG_11_16_18	sound	sound		
bhagavad_gita	BG_11_25_27	sound	sound		
bhagavad_gita	BG_11_31	sound	sound		
bhagavad_gita	BG_11_28_30	sound	sound		
bhagavad_gita	BG_11_33	sound	sound		
bhagavad_gita	BG_11_40_42	sound	sound		
bhagavad_gita	BG_11_43_45	sound	sound		
bhagavad_gita	BG_11_46_48	sound	sound		
bhagavad_gita	BG_11_49_51	sound	sound		
bhagavad_gita	BG_11_52_54	sound	sound		
bhagavad_gita	BG_11_55	sound	sound		
bhagavad_gita	BG_12_01_03	sound	sound		
bhagavad_gita	BG_12_07_09	sound	sound		
bhagavad_gita	BG_12_14	sound	sound		
bhagavad_gita	BG_12_13	sound	sound		
bhagavad_gita	BG_12_10_12	sound	sound		
bhagavad_gita	BG_12_15	sound	sound		
bhagavad_gita	BG_12_16_18	sound	sound		
bhagavad_gita	BG_12_19_20	sound	sound		
bhagavad_gita	BG_13_01	sound	sound		
bhagavad_gita	BG_13_02	sound	sound		
bhagavad_gita	BG_13_03	sound	sound		
bhagavad_gita	BG_13_04_06	sound	sound		
bhagavad_gita	BG_13_13_15	sound	sound		
bhagavad_gita	BG_13_10_11	sound	sound		
bhagavad_gita	BG_13_12	sound	sound		
bhagavad_gita	BG_13_07_09	sound	sound		
bhagavad_gita	BG_13_16_18	sound	sound		
bhagavad_gita	BG_13_25_27	sound	sound		
bhagavad_gita	BG_13_28_30	sound	sound		
bhagavad_gita	BG_13_31_33	sound	sound		
bhagavad_gita	BG_14_01_03	sound	sound		
bhagavad_gita	BG_14_04	sound	sound		
bhagavad_gita	BG_14_05	sound	sound		
bhagavad_gita	BG_14_06_08	sound	sound		
bhagavad_gita	BG_14_09_11	sound	sound		
bhagavad_gita	BG_14_12_14	sound	sound		
bhagavad_gita	BG_14_15_17	sound	sound		
bhagavad_gita	BG_14_18_20	sound	sound		
bhagavad_gita	BG_14_24_25	sound	sound		
bhagavad_gita	BG_14_21_23	sound	sound		
bhagavad_gita	BG_14_26	sound	sound		
bhagavad_gita	BG_14_27	sound	sound		
bhagavad_gita	BG_15_01	sound	sound		
bhagavad_gita	BG_15_05_06	sound	sound		
bhagavad_gita	BG_15_07	sound	sound		
bhagavad_gita	BG_15_08_10	sound	sound		
bhagavad_gita	BG_15_11_13	sound	sound		
bhagavad_gita	BG_15_02_04	sound	sound		
bhagavad_gita	BG_15_14	sound	sound		
bhagavad_gita	BG_15_15	sound	sound		
bhagavad_gita	BG_15_16_18	sound	sound		
bhagavad_gita	BG_16_01_03	sound	sound		
bhagavad_gita	BG_16_04_06	sound	sound		
bhagavad_gita	BG_15_19_20	sound	sound		
bhagavad_gita	BG_16_07_09	sound	sound		
bhagavad_gita	BG_16_13_15	sound	sound		
bhagavad_gita	BG_16_10_12	sound	sound		
bhagavad_gita	BG_16_16_18	sound	sound		
bhagavad_gita	BG_16_19_20	sound	sound		
bhagavad_gita	BG_16_21	sound	sound		
bhagavad_gita	BG_16_22_23	sound	sound		
bhagavad_gita	BG_16_24	sound	sound		
bhagavad_gita	BG_17_01_02	sound	sound		
bhagavad_gita	BG_17_03	sound	sound		
bhagavad_gita	BG_17_07_09	sound	sound		
bhagavad_gita	BG_17_13_15	sound	sound		
bhagavad_gita	BG_17_10_12	sound	sound		
bhagavad_gita	BG_17_04_06	sound	sound		
bhagavad_gita	BG_17_19_21	sound	sound		
bhagavad_gita	BG_17_22_24	sound	sound		
bhagavad_gita	BG_17_25_27	sound	sound		
bhagavad_gita	BG_17_28	sound	sound		
bhagavad_gita	BG_18_04_06	sound	sound		
bhagavad_gita	BG_18_01_03	sound	sound		
bhagavad_gita	BG_18_07_09	sound	sound		
bhagavad_gita	BG_18_10_12	sound	sound		
bhagavad_gita	BG_18_19_21	sound	sound		
bhagavad_gita	BG_18_16_18	sound	sound		
bhagavad_gita	BG_18_22_24	sound	sound		
bhagavad_gita	BG_18_31_33	sound	sound		
bhagavad_gita	BG_18_28_30	sound	sound		
bhagavad_gita	BG_18_34_36	sound	sound		
bhagavad_gita	BG_18_40_42	sound	sound		
bhagavad_gita	BG_18_37_39	sound	sound		
bhagavad_gita	BG_18_47_49	sound	sound		
bhagavad_gita	BG_18_46	sound	sound		
bhagavad_gita	BG_18_50_52	sound	sound		
bhagavad_gita	BG_18_53	sound	sound		
bhagavad_gita	BG_18_55	sound	sound		
bhagavad_gita	BG_18_54	sound	sound		
bhagavad_gita	BG_18_56_58	sound	sound		
bhagavad_gita	BG_18_59_60	sound	sound		
bhagavad_gita	BG_18_61	sound	sound		
bhagavad_gita	BG_18_62	sound	sound		
bhagavad_gita	BG_18_64	sound	sound		
bhagavad_gita	BG_18_66	sound	sound		
bhagavad_gita	BG_18_65	sound	sound		
bhagavad_gita	BG_18_63	sound	sound		
bhagavad_gita	BG_18_67_69	sound	sound		
bhagavad_gita	BG_18_70_72	sound	sound		
bhagavad_gita	BG_18_73_75	sound	sound		
bhagavad_gita	BG_18_76_78	sound	sound		
brihadaranyaka_upanishad	BAU_FEAR	sound	sound		
bhagavad_gita	BG_18_43_45	sound	sound		
brihadaranyaka_upanishad	BAU_HONEY	sound	sound		
brihadaranyaka_upanishad	BAU_NETI	sound	sound		
brihadaranyaka_upanishad	BU_04_04_19	sound	sound		
brihadaranyaka_upanishad	BU_05_01_01	sound	sound		
chāndogya_upaniṣad	CHU_01_01_01	sound	sound		
chāndogya_upaniṣad	CHU_01_02_01	sound	sound		
chāndogya_upaniṣad	CHU_03_14_01	sound	sound		
chāndogya_upaniṣad	CHU_06_08_07	sound	sound		
chāndogya_upaniṣad	CHU_06_09_01	sound	sound		
chāndogya_upaniṣad	CHU_06_13_01	sound	sound		
chāndogya_upaniṣad	CHU_06_15_01	sound	sound		
chāndogya_upaniṣad	CHU_06_16_01	sound	sound		
chāndogya_upaniṣad	CHU_08_01_01	sound	sound		
chāndogya_upaniṣad	CHU_08_07_01	sound	sound		
chāndogya_upaniṣad	CHU_08_12_01	sound	sound		
confucius_analects	AN_002	sound	sound		
confucius_analects	AN_001	sound	sound		
confucius_analects	AN_003	sound	sound		
confucius_analects	AN_005	sound	sound		
confucius_analects	AN_006	sound	sound		
confucius_analects	AN_007	sound	sound		
confucius_analects	AN_008	sound	sound		
confucius_analects	AN_009	sound	sound		
confucius_analects	AN_011	sound	sound		
confucius_analects	AN_010	sound	sound		
confucius_analects	AN_012	sound	sound		
confucius_analects	AN_01_01	sound	sound		
confucius_analects	AN_01_04	sound	sound		
confucius_analects	AN_01_15	sound	sound		
confucius_analects	AN_02_15	sound	sound		
confucius_analects	AN_02_17	sound	sound		
confucius_analects	AN_03_03	sound	sound		
confucius_analects	AN_04_01	sound	sound		
confucius_analects	AN_04_08	sound	sound		
confucius_analects	AN_04_17	sound	sound		
confucius_analects	AN_05_11	sound	sound		
confucius_analects	AN_06_20	sound	sound		
confucius_analects	AN_06_18	sound	sound		
confucius_analects	AN_07_08	sound	sound		
confucius_analects	AN_07_16	sound	sound		
confucius_analects	AN_07_06	sound	sound		
confucius_analects	AN_07_22	sound	sound		
confucius_analects	AN_07_29	sound	sound		
confucius_analects	AN_08_07	sound	sound		
confucius_analects	AN_09_16	sound	sound		
confucius_analects	AN_09_25	sound	sound		
confucius_analects	AN_09_28	sound	sound		
confucius_analects	AN_11_11	sound	sound		
confucius_analects	AN_12_01	sound	sound		
confucius_analects	AN_13_03	sound	sound		
confucius_analects	AN_13_06	sound	sound		
confucius_analects	AN_14_25	sound	sound		
confucius_analects	AN_15_02	sound	sound		
confucius_analects	AN_15_20	sound	sound		
confucius_analects	AN_15_08	sound	sound		
confucius_analects	AN_15_23	sound	sound		
confucius_analects	AN_15_28	sound	sound		
confucius_analects	AN_15_30	sound	sound		
confucius_analects	AN_16_08	sound	sound		
confucius_analects	AN_17_02	sound	sound		
confucius_analects	AN_17_06	sound	sound		
confucius_analects	AN_19_06	sound	sound		
confucius_analects	AN_20_03	sound	sound		
dhammapada	DHP_008_011	sound	sound		
dhammapada	DHP_004_007	sound	sound		
dhammapada	DHP_012_015	sound	sound		
dhammapada	DHP_016_019	sound	sound		
dhammapada	DHP_020	sound	sound		
dhammapada	DHP_024_027	sound	sound		
dhammapada	DHP_032	sound	sound		
dhammapada	DHP_028_031	sound	sound		
dhammapada	DHP_036_039	sound	sound		
dhammapada	DHP_040_043	sound	sound		
dhammapada	DHP_047_050	sound	sound		
dhammapada	DHP_051_054	sound	sound		
dhammapada	DHP_059	sound	sound		
dhammapada	DHP_055_058	sound	sound		
dhammapada	DHP_063_066	sound	sound		
dhammapada	DHP_071_074	sound	sound		
dhammapada	DHP_067_070	sound	sound		
dhammapada	DHP_079_082	sound	sound		
dhammapada	DHP_083_086	sound	sound		
dhammapada	DHP_093_096	sound	sound		
dhammapada	DHP_107_110	sound	sound		
dhammapada	DHP_075	sound	sound		
dhammapada	DHP_111_114	sound	sound		
dhammapada	DHP_119_122	sound	sound		
dhammapada	DHP_115	sound	sound		
dhammapada	DHP_123_126	sound	sound		
dhammapada	DHP_127_128	sound	sound		
dhammapada	DHP_132_135	sound	sound		
dhammapada	DHP_144_145	sound	sound		
dhammapada	DHP_149_152	sound	sound		
dhammapada	DHP_153_156	sound	sound		
dhammapada	DHP_160_163	sound	sound		
dhammapada	DHP_170_173	sound	sound		
dhammapada	DHP_164_166	sound	sound		
dhammapada	DHP_182_185	sound	sound		
dhammapada	DHP_174_177	sound	sound		
dhammapada	DHP_178	sound	sound		
dhammapada	DHP_186_189	sound	sound		
dhammapada	DHP_200_203	sound	sound		
dhammapada	DHP_194_196	sound	sound		
dhammapada	DHP_204_207	sound	sound		
dhammapada	DHP_208	sound	sound		
dhammapada	DHP_216_219	sound	sound		
dhammapada	DHP_212_215	sound	sound		
dhammapada	DHP_224_227	sound	sound		
dhammapada	DHP_220	sound	sound		
dhammapada	DHP_228_231	sound	sound		
dhammapada	DHP_238_241	sound	sound		
dhammapada	DHP_246_249	sound	sound		
dhammapada	DHP_250_253	sound	sound		
dhammapada	DHP_242_245	sound	sound		
dhammapada	DHP_259_262	sound	sound		
dhammapada	DHP_254_255	sound	sound		
dhammapada	DHP_267_270	sound	sound		
dhammapada	DHP_271_272	sound	sound		
dhammapada	DHP_263_266	sound	sound		
dhammapada	DHP_276_279	sound	sound		
dhammapada	DHP_284_287	sound	sound		
dhammapada	DHP_288_289	sound	sound		
dhammapada	DHP_297_300	sound	sound		
dhammapada	DHP_301_304	sound	sound		
dhammapada	DHP_305	sound	sound		
dhammapada	DHP_309_312	sound	sound		
dhammapada	DHP_317_319	sound	sound		
dhammapada	DHP_327_330	sound	sound		
dhammapada	DHP_331_333	sound	sound		
dhammapada	DHP_313_316	sound	sound		
dhammapada	DHP_345_348	sound	sound		
dhammapada	DHP_363_366	sound	sound		
dhammapada	DHP_371_374	sound	sound		
dhammapada	DHP_367_370	sound	sound		
dhammapada	DHP_379_382	sound	sound		
dhammapada	DHP_390_393	sound	sound		
dhammapada	DHP_394_397	sound	sound		
dhammapada	DHP_398_401	sound	sound		
dhammapada	DHP_402_405	sound	sound		
dhammapada	DHP_414_417	sound	sound		
dhammapada	DHP_410_413	sound	sound		
dhammapada	DHP_418_421	sound	sound		
dhammapada	DHP_CH01	sound	sound		
dhammapada	DHP_CH03	sound	sound		
dhammapada	DHP_CH05	sound	sound		
dhammapada	DHP_CH06	sound	sound		
dhammapada	DHP_CH08	sound	sound		
dhammapada	DHP_CH10	sound	sound		
dhammapada	DHP_CH12	sound	sound		
dhammapada	DHP_CH13	sound	sound		
dhammapada	DHP_CH15	sound	sound		
dhammapada	DHP_CH14	sound	sound		
dhammapada	DHP_CH17	sound	sound		
dhammapada	DHP_CH09	sound	sound		
dhammapada	DHP_CH21	sound	sound		
dhammapada	DHP_CH22	sound	sound		
dhammapada	DHP_CH23	sound	sound		
dhammapada	DHP_CH24	sound	sound		
dhammapada	DHP_CH25	sound	sound		
dōgen_shōbōgenzō	DOG_003	sound	sound		
dōgen_shōbōgenzō	DOG_008	sound	sound		
ecclesiastes_qoheleth	QOH_01_01_05	sound	sound		
ecclesiastes_qoheleth	QOH_01_06_10	sound	sound		
ecclesiastes_qoheleth	QOH_01_11_15	sound	sound		
ecclesiastes_qoheleth	QOH_01_16_18	sound	sound		
ecclesiastes_qoheleth	QOH_02_01_05	sound	sound		
ecclesiastes_qoheleth	QOH_02_11_15	sound	sound		
ecclesiastes_qoheleth	QOH_02_16_20	sound	sound		
ecclesiastes_qoheleth	QOH_02_26	sound	sound		
ecclesiastes_qoheleth	QOH_03_01_05	sound	sound		
ecclesiastes_qoheleth	QOH_03_06_10	sound	sound		
